Player,Year,Team,Position_SIndC,GP_SIndC,TOI_SIndC,Goals_SIndC,Total_Assists_SIndC,First_Assists_SIndC,Second_Assists_SIndC,Total_Points_SIndC,IPP_SIndC,Shots_SIndC,SHPer_SIndC,iCF_SIndC,iFF_SIndC,iSCF_SIndC,iHDCF_SIndC,Rush_Attempts_SIndC,Rebounds_Created_SIndC,PIM_SIndC,Total_Penalties_SIndC,Minor_SIndC,Major_SIndC,Misconduct_SIndC,Penalties_Drawn_SIndC,Giveaways_SIndC,Takeaways_SIndC,Hits_SIndC,Hits_Taken_SIndC,Shots_Blocked_SIndC,Faceoffs_Won_SIndC,Faceoffs_Lost_SIndC,Faceoffs_Per_SIndC,Position_PPIndC,GP_PPIndC,TOI_PPIndC,Goals_PPIndC,Total_Assists_PPIndC,First_Assists_PPIndC,Second_Assists_PPIndC,Total_Points_PPIndC,IPP_PPIndC,Shots_PPIndC,SHPer_PPIndC,iCF_PPIndC,iFF_PPIndC,iSCF_PPIndC,iHDCF_PPIndC,Rush_Attempts_PPIndC,Rebounds_Created_PPIndC,PIM_PPIndC,Total_Penalties_PPIndC,Minor_PPIndC,Major_PPIndC,Misconduct_PPIndC,Penalties_Drawn_PPIndC,Giveaways_PPIndC,Takeaways_PPIndC,Hits_PPIndC,Hits_Taken_PPIndC,Shots_Blocked_PPIndC,Faceoffs_Won_PPIndC,Faceoffs_Lost_PPIndC,Faceoffs_Per_PPIndC,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per,Position_PkIndR,GP_PkIndR,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per,Position_PPIndR,GP_PPIndR,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per,Position_SIndR,GP_SIndR,TOI_SIndR,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per,Position_Bios,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Jake Guentzel,2018,PIT,C,82.0,1188.4,15.0,21.0,11.0,10.0,36.0,75.00,147.0,10.20,262.0,210.0,170.0,83.0,6.0,20.0,36.0,17.0,17.0,0.0,0.0,17.0,15.0,34.0,139.0,161.0,45.0,46.0,50.0,47.92,C,82.0,144.86666666667,7.0,5.0,4.0,1.0,12.0,70.59,23.0,30.43,33.0,28.0,26.0,17.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,16.0,13.0,55.17,C,82.0,18.6,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,60.00,C,82.0,18.6,0.226829268,16.13,70.97,18.52,12.9,48.39,21.05,12.9,35.48,26.67,0.0,0.0,-,12.9,35.48,26.67,6.45,9.68,40,0.0,0.0,-,8.6,34.41,20,0.0,0.0,-,4.66,46.59,9.09,0.0,0.0,-,0,100,1,9.68,12.9,6.45,109.68,60,16.13,12.9,9.68,62.5,C,82.0,144.8666667,1.766666667,89.05,16.15,84.65,65.03,14.08,82.2,49.29,10.77,82.07,7.04,0.0,100,47.63,9.11,83.94,19.47,4.14,82.46,5.38,0.0,100,37.55,6.63,85,1.1,0.0,100,56.83,2.99,95,1.2,0.0,100,14.29,100,1.143,21.54,7.46,1.24,41.83,94.55,36.03,12.84,3.73,90.63,C,82.0,1351.866667,16.48617886,67.11,51.31,56.67,50.64,38.79,56.63,36.44,28.09,56.46,2.88,2.53,53.28,32.67,27.07,54.68,13.49,12.78,51.35,1.55,1.42,52.24,25.56,19.06,57.29,1.12,1.07,51.35,42.7,29.04,59.52,0.71,0.38,64.71,7.92,91.0,0.9890000000000001,13.45,15.84,5.68,44.29,70.3,24.37,21.84,12.83,65.51,C,24.0,10/6/94,Omaha,NE,USA,USA,71.0,180.0,2013,PIT,3,16,77
Jake McCabe,2018,BUF,D,53.0,901.0,2.0,9.0,4.0,5.0,11.0,34.38,45.0,4.44,95.0,59.0,18.0,3.0,3.0,5.0,24.0,9.0,7.0,2.0,0.0,4.0,25.0,11.0,95.0,91.0,60.0,0.0,0.0,-,D,53.0,30.466666666667,1.0,0.0,0.0,0.0,1.0,100.00,4.0,25.00,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,-,D,53.0,102.08333333333,0.0,0.0,0.0,0.0,0.0,-,4.0,0.00,4.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,14.0,1.0,19.0,0.0,1.0,0.00,D,53.0,102.08333329999999,1.926100629,13.52,90.51,12.99,12.93,63.48,16.92,11.17,42.32,20.88,0.0,4.7,0,4.7,41.14,10.26,2.94,15.28,16.13,0.0,1.18,0,2.35,34.48,6.38,0.0,0.78,0,5.94,68.77,7.95,0.0,4.24,0,0,88.89,0.889,2.94,6.47,28.8,47.02,9.26,4.11,11.17,34.68,10.61,D,53.0,30.46666667,0.574842767,61.05,7.88,88.57,39.39,7.88,83.33,27.57,3.94,87.5,1.97,0.0,100,11.82,3.94,75,3.94,1.97,66.67,0.0,0.0,-,10.5,2.63,80,0.0,0.0,-,65.43,2.84,95.83,2.84,0.0,100,7.14,100,1.071,17.72,15.75,1.97,74.84,90,37.42,23.63,3.94,90.48,D,53.0,1033.55,19.500943399999997,47.43,57.47,45.21,36.86,43.25,46.01,27.63,31.64,46.62,1.92,2.96,39.29,19.74,26.01,43.15,8.01,10.57,43.13,0.93,1.45,39.02,15.64,20.59,43.16,0.62,1.01,38.1,32.37,39.66,44.94,0.67,1.09,38.1,6.93,90.64,0.976,8.59,10.86,10.33,51.84,45.4,18.17,17.42,18.4,49.68,D,25.0,10/12/93,Eau Claire,WI,USA,USA,73.0,206.0,2012,BUF,2,14,44
Jake Muzzin,2018,L.A,D,74.0,1262.1333333333,4.0,23.0,8.0,15.0,27.0,46.55,118.0,3.39,273.0,176.0,64.0,6.0,6.0,14.0,34.0,17.0,17.0,0.0,0.0,2.0,50.0,13.0,152.0,151.0,96.0,0.0,0.0,-,D,74.0,166.4,4.0,10.0,6.0,4.0,14.0,73.68,35.0,11.43,78.0,53.0,23.0,3.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,7.0,1.0,0.0,0.0,-,D,74.0,173.65,0.0,1.0,0.0,1.0,1.0,100.00,1.0,0.00,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,13.0,3.0,26.0,0.0,0.0,-,D,74.0,173.65,2.346621622,17.28,96.06,15.24,14.86,68.76,17.77,11.75,47.68,19.77,0.35,5.87,5.56,7.95,53.56,12.92,3.46,20.39,14.49,0.35,2.42,12.5,5.99,44.23,11.93,0.0,2.76,0,5.49,56.4,8.87,0.0,2.0,0,2.94,87.68,0.906,0.35,4.84,31.79,45.95,1.08,2.07,9.67,41.46,4.76,D,74.0,166.4,2.248648649,103.49,21.63,82.71,77.88,20.91,78.83,55.89,17.67,75.98,6.85,0.72,90.48,48.32,8.29,85.35,19.47,4.69,80.6,2.88,0.72,80,38.46,4.81,88.89,2.4,0.0,100,75.0,7.81,90.57,3.13,0.0,100,12.26,95.92,1.082,32.09,7.93,1.08,22.36,96.74,52.64,14.78,3.97,92.99,D,74.0,1602.183333,21.65112613,62.2,57.0,52.18,46.51,42.99,51.97,32.69,30.56,51.69,2.92,2.47,54.17,29.43,27.34,51.85,10.6,11.5,47.97,1.39,1.65,45.68,25.12,21.12,54.32,1.1,0.55,66.67,39.27,34.84,52.99,0.97,0.6,62.07,8.93,91.91,1.008,9.96,11.35,10.37,44.26,48.99,21.53,17.9,19.36,52.66,D,29.0,2/21/89,Woodstock,ON,CAN,CAN,75.0,213.0,2007,PIT,5,20,141
Jake Virtanen,2018,VAN,R,75.0,875.0333333333299,10.0,10.0,4.0,6.0,20.0,64.52,128.0,7.81,240.0,195.0,136.0,45.0,13.0,12.0,32.0,16.0,16.0,0.0,0.0,13.0,32.0,51.0,156.0,80.0,29.0,5.0,14.0,26.32,R,75.0,23.033333333333,0.0,0.0,0.0,0.0,0.0,0.00,2.0,0.00,5.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,66.67,R,75.0,0.91666666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,75.0,0.916666667,0.012222222,65.45,130.91,33.33,65.45,130.91,33.33,65.45,65.45,50,0.0,0.0,-,65.45,130.91,33.33,0.0,0.0,-,0.0,0.0,-,87.27,174.55,33.33,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0,100,1,0.0,130.91,0.0,65.45,-,0.0,130.91,0.0,-,R,75.0,23.03333333,0.307111111,78.15,15.63,83.33,46.89,15.63,75,26.05,13.02,66.67,5.21,5.21,50,41.68,7.81,84.21,7.81,2.6,75,0.0,2.6,0,45.15,6.95,86.67,6.95,3.47,66.67,48.91,3.76,92.86,0.0,0.0,-,20,60,0.8,13.02,13.02,2.6,85.96,83.33,18.23,23.44,7.81,70,R,75.0,898.9833332999999,11.98644444,55.73,55.46,50.12,41.91,42.85,49.45,27.96,31.37,47.13,2.2,2.8,44,26.96,28.23,48.85,9.81,11.35,46.37,1.27,1.6,44.19,22.87,22.51,50.39,0.62,1.07,36.84,35.0,33.84,50.84,0.67,0.48,58.33,7.88,91.06,0.9890000000000001,11.55,15.22,10.55,55.0,52.27,15.88,21.22,19.22,45.25,R,22.0,8/17/96,New Westminster,BC,CAN,CAN,73.0,226.0,2014,VAN,1,6,6
Jakob Chychrun,2018,ARI,D,50.0,898.73333333333,2.0,8.0,5.0,3.0,10.0,27.78,85.0,2.35,203.0,133.0,51.0,7.0,6.0,16.0,12.0,5.0,5.0,0.0,0.0,3.0,25.0,18.0,74.0,73.0,69.0,0.0,0.0,-,D,50.0,104.53333333333,2.0,2.0,1.0,1.0,4.0,50.00,16.0,12.50,31.0,26.0,17.0,3.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,-,D,50.0,8.7333333333333,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-,D,50.0,8.733333333,0.174666667,13.74,61.83,18.18,6.87,54.96,11.11,6.87,54.96,11.11,0.0,6.87,0,0.0,41.22,0,0.0,20.61,0,0.0,6.87,0,0.0,27.48,0,0.0,0.0,-,9.92,29.77,25,0.0,0.0,-,0,87.5,0.875,13.74,6.87,20.61,130.53,40,20.61,6.87,20.61,50,D,50.0,104.5333333,2.090666667,88.39,9.76,90.06,59.69,7.46,88.89,39.03,6.31,86.08,4.59,1.72,72.73,40.75,6.89,85.54,13.2,5.17,71.88,1.72,1.15,60,36.73,2.3,94.12,1.53,0.77,66.67,61.35,3.32,94.87,2.49,0.0,100,11.76,72.73,0.845,28.13,2.3,1.72,24.11,94.23,45.34,8.04,2.87,94.05,D,50.0,1012.0,20.24,59.94,57.21,51.16,43.34,43.1,50.14,29.88,29.35,50.45,2.61,2.08,55.7,27.39,25.85,51.45,11.32,11.03,50.66,1.19,1.07,52.63,21.42,19.76,52.02,1.11,1.03,51.85,37.42,37.42,50.0,0.77,0.17,81.82,8.73,92.93,1.0170000000000001,10.08,9.66,5.99,45.77,62.73,23.36,16.96,15.3,60.43,D,20.0,3/31/98,Boca Raton,FL,USA,USA,74.0,210.0,2016,ARI,1,16,16
Jakob Silfverberg,2018,ANA,R,77.0,1121.6,14.0,16.0,9.0,7.0,30.0,66.67,164.0,8.54,294.0,224.0,159.0,69.0,8.0,22.0,16.0,8.0,8.0,0.0,0.0,9.0,33.0,34.0,50.0,106.0,55.0,11.0,24.0,31.43,R,77.0,129.85,2.0,6.0,3.0,3.0,8.0,66.67,17.0,11.76,41.0,31.0,25.0,14.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,7.0,0.0,4.0,3.0,57.14,R,77.0,130.83333333333,1.0,1.0,1.0,0.0,2.0,66.67,6.0,16.67,16.0,12.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,6.0,3.0,8.0,27.27,R,77.0,130.8333333,1.699134199,20.18,110.98,15.38,17.43,86.68,16.74,12.38,63.75,16.27,1.38,5.04,21.43,10.55,56.41,15.75,5.5,21.55,20.34,1.38,1.38,50,6.73,46.47,12.64,0.0,2.45,0,7.29,74.85,8.87,0.0,2.65,0,11.11,92.09,1.032,3.21,11.46,17.89,71.08,15.22,3.67,18.34,25.68,12.5,R,77.0,129.85,1.6863636359999998,106.74,12.48,89.53,81.79,11.55,87.62,52.68,9.24,85.07,5.54,0.46,92.31,56.37,4.62,92.42,22.18,1.85,92.31,3.23,0.46,87.5,45.59,3.7,92.5,1.85,0.0,100,68.08,4.0,94.44,1.33,0.0,100,10.53,95,1.055,32.35,10.17,0.92,25.41,97.22,49.9,13.4,1.39,97.3,R,77.0,1382.95,17.96038961,60.39,62.3,49.22,45.73,46.38,49.65,31.28,33.67,48.16,2.6,2.3,53.1,28.89,30.59,48.58,12.28,13.1,48.38,1.78,1.3,57.75,22.16,23.31,48.73,0.52,0.64,45,36.97,38.54,48.96,0.44,0.31,58.33,8.32,93.17,1.015,11.06,15.23,12.19,43.69,47.57,18.09,20.69,22.43,44.65,R,28.0,10/13/90,Gävle,,SWE,SWE,74.0,204.0,2009,OTT,2,9,39
Jakub Jerabek,2018,"MTL, WSH",D,36.0,575.6,2.0,6.0,3.0,3.0,8.0,36.36,33.0,6.06,75.0,53.0,16.0,4.0,0.0,4.0,6.0,3.0,3.0,0.0,0.0,2.0,32.0,4.0,42.0,63.0,45.0,0.0,0.0,-,D,36.0,2.9833333333332996,0.0,0.0,0.0,0.0,0.0,0.00,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,36.0,8.9666666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-,D,36.0,8.966666667,0.24907407399999998,0.0,100.37,0,0.0,73.61,0,0.0,60.22,0,0.0,6.69,0,0.0,33.46,0,0.0,6.69,0,0.0,6.69,0,0.0,35.69,0,0.0,0.0,-,0.0,96.65,0,0.0,0.0,-,-,88.89,0.89,13.38,13.38,0.0,113.75,100,13.38,20.07,6.69,66.67,D,36.0,2.983333333,0.08287037,120.67,0.0,100,120.67,0.0,100,80.45,0.0,100,20.11,0.0,100,40.22,0.0,100,40.22,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,116.2,0.0,100,29.05,0.0,100,25,-,0.25,40.22,60.34,0.0,40.22,100,40.22,60.34,0.0,100,D,36.0,587.55,16.32083333,57.6,59.64,49.13,42.28,43.3,49.4,29.92,32.07,48.27,2.35,2.55,47.92,27.16,26.76,50.38,11.64,11.13,51.12,1.23,1.43,46.15,20.7,20.83,49.84,0.82,0.68,54.55,37.02,39.53,48.36,0.74,0.89,45.45,7.85,92.04,0.9990000000000001,7.35,12.46,7.15,51.98,50.7,19.1,17.97,16.54,53.58,D,27.0,5/12/91,Pilsen,,CZE,CZE,71.0,199.0,-,-,-,-,-
Jakub Voracek,2018,PHI,R,82.0,1308.0666666667,15.0,35.0,24.0,11.0,50.0,71.43,161.0,9.32,273.0,212.0,152.0,66.0,6.0,17.0,44.0,21.0,21.0,0.0,0.0,23.0,47.0,30.0,22.0,83.0,31.0,15.0,19.0,44.12,R,82.0,286.38333333333,5.0,30.0,17.0,13.0,35.0,72.92,67.0,7.46,139.0,96.0,48.0,9.0,1.0,15.0,4.0,2.0,2.0,0.0,0.0,1.0,18.0,3.0,1.0,8.0,1.0,0.0,0.0,-,R,82.0,1.0333333333333001,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,82.0,1.033333333,0.012601626000000001,58.06,116.13,33.33,58.06,116.13,33.33,58.06,116.13,33.33,0.0,0.0,-,58.06,58.06,50,0.0,0.0,-,0.0,0.0,-,77.42,77.42,50,0.0,0.0,-,0.0,83.87,0,0.0,0.0,-,0,100,1,0.0,116.13,0.0,116.13,-,0.0,116.13,0.0,-,R,82.0,286.3833333,3.492479675,126.54,14.88,89.48,94.07,12.78,88.04,67.88,10.68,86.4,10.06,1.47,87.27,61.6,8.59,87.76,29.54,3.98,88.13,5.45,1.05,83.87,42.74,6.15,87.43,3.91,0.56,87.5,87.46,5.14,94.44,2.12,0.0,100,14.81,86.27,1.011,34.78,4.82,0.0,5.24,100,64.32,7.96,1.47,97.77,R,82.0,1595.483333,19.45711382,70.93,50.05,58.63,53.4,38.17,58.32,38.92,27.9,58.24,4.44,2.26,66.29,32.94,24.41,57.44,14.93,9.78,60.43,2.63,1.43,64.81,24.02,19.51,55.18,1.4,0.7,66.67,47.8,29.88,61.54,0.87,0.27,76.19,11.4,91.91,1.033,16.13,14.37,6.24,36.18,72.1,27.57,18.8,16.02,63.24,R,29.0,8/15/89,Kladno,,CZE,CZE,74.0,214.0,2007,CBJ,1,7,7
Jakub Vrana,2018,WSH,L,73.0,862.2,12.0,12.0,7.0,5.0,24.0,66.67,128.0,9.38,201.0,169.0,142.0,71.0,11.0,13.0,10.0,5.0,5.0,0.0,0.0,15.0,35.0,26.0,30.0,32.0,16.0,13.0,11.0,54.17,L,73.0,48.966666666667,1.0,2.0,2.0,0.0,3.0,100.00,5.0,20.00,8.0,7.0,6.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.00,L,73.0,0.26666666666667005,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,73.0,0.26666666699999997,0.003652968,0.0,450.0,0,0.0,450.0,0,0.0,225.0,0,0.0,0.0,-,0.0,225.0,0,0.0,0.0,-,0.0,0.0,-,0.0,300.0,0,0.0,0.0,-,0.0,325.0,0,0.0,0.0,-,-,100,1,0.0,0.0,0.0,225.0,-,0.0,0.0,0.0,-,L,73.0,48.96666667,0.670776256,79.65,15.93,83.33,63.72,12.25,83.87,52.69,9.8,84.31,3.68,1.23,75,31.86,9.8,76.47,18.38,2.45,88.24,3.68,1.23,75,17.97,9.8,64.71,0.0,0.0,-,63.72,5.31,92.31,0.0,0.0,-,6.98,87.5,0.945,24.51,14.7,2.45,46.56,90.91,34.31,20.83,3.68,90.32,L,73.0,912.4,12.49863014,59.84,55.77,51.76,44.32,40.84,52.05,32.49,27.49,54.17,2.56,2.24,53.42,30.78,26.5,53.73,12.56,10.32,54.89,1.58,1.38,53.33,24.29,21.57,52.96,0.88,0.88,50,35.15,34.86,50.2,0.47,0.28,62.5,7.89,91.87,0.998,10.78,13.94,4.47,45.77,70.69,19.0,21.24,10.98,63.38,L,22.0,2/28/96,Prague,,CZE,CZE,72.0,197.0,2014,WSH,1,13,13
James Neal,2018,VGK,L,71.0,1041.8166666667,20.0,15.0,9.0,6.0,35.0,66.04,174.0,11.49,310.0,231.0,180.0,59.0,11.0,17.0,24.0,12.0,12.0,0.0,0.0,27.0,30.0,47.0,43.0,56.0,30.0,0.0,2.0,0.00,L,71.0,174.55,5.0,4.0,2.0,2.0,9.0,36.00,27.0,18.52,51.0,43.0,33.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,-,L,71.0,3.0666666666667,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,71.0,3.066666667,0.043192488,19.57,39.13,33.33,19.57,19.57,50,19.57,19.57,50,0.0,0.0,-,19.57,39.13,33.33,0.0,19.57,0,0.0,0.0,-,26.09,26.09,50,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0,100,1,19.57,39.13,19.57,234.78,50,19.57,39.13,19.57,50,L,71.0,174.55,2.458450704,90.75,14.09,86.56,66.69,11.34,85.46,47.09,8.59,84.57,8.59,1.37,86.21,45.37,6.87,86.84,17.87,3.44,83.87,5.5,1.37,80,36.67,4.58,88.89,1.37,0.0,100,60.08,6.95,89.63,2.98,0.0,100,18.25,84,1.022,27.84,3.78,0.69,23.72,97.59,49.5,8.59,1.72,96.64,L,71.0,1219.433333,17.17511737,64.51,50.63,56.03,47.33,37.79,55.61,33.8,27.65,55.0,3.84,3.15,54.93,31.44,24.16,56.55,10.82,9.0,54.59,2.07,1.72,54.55,27.49,20.21,57.63,1.25,0.98,55.88,40.3,30.06,57.27,1.07,0.57,65.22,11.35,88.61,1.0,11.86,11.96,5.36,40.1,68.86,26.08,20.47,15.5,62.72,L,31.0,9/3/87,Whitby,ON,CAN,CAN,74.0,212.0,2005,DAL,2,3,33
James van Riemsdyk,2018,TOR,L,81.0,1019.7666666667,25.0,9.0,5.0,4.0,34.0,69.39,180.0,13.89,324.0,262.0,218.0,109.0,13.0,17.0,28.0,14.0,14.0,0.0,0.0,6.0,33.0,29.0,39.0,77.0,22.0,0.0,1.0,0.00,L,81.0,185.2,11.0,9.0,6.0,3.0,20.0,51.28,68.0,16.18,107.0,98.0,93.0,74.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,-,L,81.0,1.45,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,81.0,1.45,0.017901235,0.0,165.52,0,0.0,165.52,0,0.0,124.14,0,0.0,0.0,-,0.0,165.52,0,0.0,0.0,-,0.0,0.0,-,0.0,220.69,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,100,1,41.38,0.0,0.0,82.76,100,41.38,0.0,0.0,100,L,81.0,185.2,2.286419753,139.96,18.14,88.52,107.24,15.87,87.11,77.43,12.96,85.66,12.63,1.62,88.64,90.06,10.37,89.68,49.89,4.54,91.67,8.1,0.65,92.59,53.56,7.78,87.32,3.89,1.3,75,67.85,5.62,92.36,2.34,0.0,100,16.32,87.5,1.038,43.41,2.92,0.65,19.44,98.53,67.06,6.16,1.62,97.64,L,81.0,1206.416667,14.89403292,78.13,48.09,61.9,57.04,37.4,60.4,39.89,27.15,59.5,4.38,2.39,64.71,42.82,21.63,66.44,19.25,8.55,69.23,2.83,1.39,67.06,31.43,17.44,64.31,1.46,0.6,70.97,43.96,31.47,58.29,0.65,0.79,45,10.97,91.21,1.022,21.88,11.89,6.42,42.97,77.33,33.52,16.81,14.03,70.5,L,29.0,5/4/89,Middletown,NJ,USA,USA,75.0,217.0,2007,PHI,1,2,2
